鄉鎮市區,交易標的,土地區段位置／建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,單價(元／平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
北區,建物,四維路121～150號,0,,,,10608,建物1,六層,14,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8205,3房,2廳,2衛,有隔間,有管理組織,15000,345,,0,0,租金含管理費
北區,建物,西大路709巷1～30號,0,,,,10608,建物1,十一層,12,套房,住家用，共同使用部份,鋼筋混凝土造,8101,1房,1廳,1衛,有隔間,有管理組織,8500,626,,0,0,租金含管理費網路第四台
東區,建物,建功二路1～30號,0,,,,10608,建物1,二層,6,華廈,見其他登記事項,鋼筋混凝土造,9609,3房,2廳,1衛,有隔間,有管理組織,12800,1134,,0,0,租金含管理費870元
北區,建物,中山路31～60號,0,,,,10608,建物1,五層,24,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10410,2房,2廳,2衛,有隔間,有管理組織,30650,446,,0,0,無
東區,建物,世界街31～60號,0,,,,10609,建物1,九層,14,住宅大樓,見其他登記事項,鋼筋混凝土造,9806,4房,2廳,2衛,有隔間,有管理組織,53922,995,,0,0,租金含稅
東區,建物,北大路1～30號,0,,,,10608,建物1,十二層,28,住宅大樓,見其他登記事項,鋼骨鋼筋混凝土造,9607,3房,2廳,2衛,有隔間,有管理組織,29000,777,,0,0,無
香山區,建物,中華路四段271～300號,0,,,,10608,建物1,六層,12,華廈,住家用,鋼筋混凝土造,8307,3房,2廳,2衛,有隔間,有管理組織,13500,414,,0,0,租金含管理費1000元
香山區,地+建,香村路300巷95弄1～30號,88.38,,山坡地保育區,丙建88.38,10608,土地1建物1,三層,3,透天厝,住家用，共同使用部份,鋼筋混凝土造,8401,4房,2廳,2衛,有隔間,有管理組織,15000,280,,0,0,無
東區,建物,東山街23巷1～30號,0,,,,10608,建物1,二層,4,公寓,住家用,鋼筋混凝土造,,2房,2廳,1衛,有隔間,無管理組織,11000,719,,0,0,無
北區,建物,南寮街1～30號,0,,,,10608,建物1,二層,5,華廈,住家用，共同使用部份,鋼筋混凝土造,8501,3房,2廳,1衛,有隔間,無管理組織,10000,355,,0,0,無
東區,地+建+車,八德路19巷31～60號,26.56,它26.56,,,10605,土地1建物1車位1,五層,14,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10507,3房,2廳,2衛,有隔間,有管理組織,22000,472,坡道平面,34.58,0,無
香山區,建物,中華路六段451～480號,0,,山坡地保育區,,10609,建物1,見其他登記事項,2,店面,住家用,加強磚造,,3房,,2衛,有隔間,無管理組織,25000,535,,0,0,租賃期間:106年10月15日~114年10月14日
東區,建物,中華路三段31～60號,0,,,,10607,建物1,十六層,17,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8605,3房,2廳,2衛,有隔間,有管理組織,14000,385,,0,0,無
東區,建物,光復路一段481～510號,0,,,,10609,建物1車位1,九層,14,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8803,3房,2廳,2衛,有隔間,有管理組織,18000,381,坡道平面,0,0,租金含管理費
北區,建物,武陵路1～30號,0,,,,10609,建物1車位1,六層,26,住宅大樓,見其他登記事項,鋼筋混凝土造,9708,3房,2廳,2衛,有隔間,有管理組織,20000,414,坡道平面,0,0,租金含管理費
北區,地+建,城北街130巷1～30號,69,住69,,,10609,土地1建物1,一層,1,店面,住家用,加強磚造,,,,,無隔間,無管理組織,10000,956,,0,0,無
北區,建物,湳雅街151～180號,0,,,,10609,建物1,七層,7,套房,見其他登記事項,鋼筋混凝土造,9711,1房,,1衛,有隔間,無管理組織,12000,824,,0,0,租金含管理費500元
北區,地+建,中華路三段121巷32弄1～30號,0.21,住0.21,,,10609,土地1建物1,見其他登記事項,3,透天厝,見其他登記事項，停車空間,鋼筋混凝土造,8705,4房,2廳,2衛,有隔間,有管理組織,22000,312,,0,0,無
東區,建物,光復路二段155巷10弄1～30號,0,,,,10609,建物1,一層,7,套房,見其他登記事項,鋼筋混凝土造,9604,1房,,1衛,有隔間,有管理組織,12000,1143,,0,0,租金含管理費1000元
東區,建物,公道五路三段1～30號,0,,,,10609,建物1,三層,3,辦公商業大樓,見其他登記事項，共同使用部份,見其他登記事項,10605,,,,無隔間,無管理組織,1203858,900,,0,0,無
香山區,建物,南勢十二街1～30號,0,,鄉村區,,10608,建物1車位1,二層,6,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10204,2房,2廳,2衛,有隔間,無管理組織,18500,494,升降機械,5.16,0,無
香山區,建物,香北一路191巷1～30號,0,,,,10609,建物1,五層,5,套房,住家用，見其他登記事項,鋼筋混凝土造,9507,1房,1廳,1衛,有隔間,有管理組織,6000,710,,0,0,無
東區,建物,明湖路721～750號,13.27,它13.27,,,10609,建物1車位1,三層,4,套房,見其他登記事項，共同使用部份,鋼筋混凝土造,9402,1房,1廳,1衛,有隔間,有管理組織,11500,513,坡道平面,1.9,0,無
香山區,建物,牛埔東路91～120號,0,,,,10609,建物1,六層,7,華廈,住家用，共同使用部份,鋼筋混凝土造,8210,2房,1廳,1衛,有隔間,無管理組織,11000,328,,0,0,電梯保養費 350元/月
東區,地+建+車,慈雲路91～120號,14.95,商14.95,,,10609,土地1建物1車位1,十六層,28,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10501,3房,2廳,2衛,有隔間,有管理組織,24500,584,坡道平面,29.28,0,無
東區,土地,光武段1261～1290地號,10530.16,商10530.16,,,10609,土地13,NULL,,,,,,,,,有隔間,無管理組織,3503907,1100,,0,0,自點交日起算12個月內為免租期。 自點交日起算屆滿12個月後之翌日起算租金；自第7個年度起每三年調整一次，每次調整幅度為6%。
東區,建物,民生路10巷1～30號,0,,,,10609,建物1,三層,8,套房,見其他登記事項,鋼筋混凝土造,9610,1房,1廳,1衛,有隔間,有管理組織,12000,777,,0,0,租金含管理費網路第四台
東區,建物,西大路151～180號,0,,,,10609,建物1,五層,5,公寓,住家用，共同使用部份,鋼筋混凝土造,7309,3房,2廳,2衛,有隔間,無管理組織,10000,370,,0,0,無
東區,地+建,高翠路301～330號,129.6,住129.6,,,10609,土地1建物1,見其他登記事項,3,店面,,鋼筋混凝土造,8207,5房,2廳,4衛,有隔間,無管理組織,39730,502,,0,0,"1樓店面使用,整棟出租"
東區,建物,埔頂二路151～180號,0,,,,10609,建物1車位1,一層,12,店面,見其他登記事項,鋼筋混凝土造,10003,,,,無隔間,有管理組織,20000,759,坡道平面,0,0,租賃期間:106年11月1日~108年12月31日
東區,建物,振興一街121～150號,0,,,,10609,,一層,5,套房,見其他登記事項,鋼筋混凝土造,8602,1房,1廳,1衛,有隔間,無管理組織,6000,913,,0,0,無
東區,建物,學府路31～60號,0,,,,10609,建物1車位1,三層,7,華廈,住家用，共同使用部份,鋼筋混凝土造,8708,4房,2廳,2衛,有隔間,有管理組織,20000,345,坡道機械,0,0,無
東區,建物,學府路441巷7弄1～30號,0,,,,10609,建物1,五層,5,公寓,住家用，共同使用部份,鋼筋混凝土造,7106,3房,1廳,1衛,有隔間,無管理組織,10000,521,,0,0,無
東區,建物,振興一街61～90號,0,,,,10609,建物1,三層,5,公寓,住家用，共同使用部份,鋼筋混凝土造,8008,2房,1廳,1衛,有隔間,無管理組織,10000,416,,0,0,無
北區,建物,湳雅街151～180號,0,,,,10609,建物1,六層,7,套房,見其他登記事項,鋼筋混凝土造,9711,1房,,1衛,有隔間,無管理組織,12000,1044,,0,0,租金含管理費網路 第4台共 1500元
北區,建物,江山街1～30號,0,,,,10608,建物1,五層,11,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10110,3房,2廳,2衛,有隔間,有管理組織,37462,638,,0,0,無
東區,建物,東門街34巷31～60號,0,,,,10610,建物1車位1,二十二層,25,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10110,3房,2廳,2衛,有隔間,有管理組織,58000,883,坡道平面,0,0,無
北區,建物,北門街181～210號,0,,,,10610,建物1,九層,13,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10407,3房,2廳,2衛,有隔間,有管理組織,34440,635,,0,0,無
北區,土地,崙子段1951～1980地號,115,住115,,,10609,土地1,NULL,,,,,,,,,有隔間,無管理組織,25000,719,,0,0,租賃標的為未登記建物，2層建物。
東區,建物,博愛街94巷1～30號,0,,,,10610,建物1,一層,4,公寓,住家用,鋼筋混凝土造,6607,3房,1廳,1衛,有隔間,無管理組織,25000,1164,,0,0,無
北區,建物,武陵路98巷1～30號,0,,,,10609,建物1車位1,三層,13,住宅大樓,見其他登記事項,鋼筋混凝土造,9302,3房,2廳,2衛,有隔間,有管理組織,15000,308,坡道平面,0,0,租賃期間:106年11月1日~107年10月31日 租金包含管理費
東區,建物,三民路61～90號,0,,,,10608,建物1車位1,二十三層,24,住宅大樓,見其他登記事項,鋼筋混凝土造,9707,3房,2廳,2衛,有隔間,有管理組織,54490,890,坡道平面,0,0,租金含租賃所得稅二代健保
東區,建物,東門街34巷1～30號,0,,,,10608,建物1,十四層,20,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10110,3房,2廳,2衛,有隔間,有管理組織,40715,863,,0,0,含管理費.租賃所得稅及二代健保
東區,地+建+車,關新北路1～30號,45.49,住45.49,,,10610,土地1建物1車位2,十八層,23,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10310,3房,2廳,2衛,有隔間,有管理組織,68112,725,坡道平面,64.42,0,無
北區,建物,經國路二段151～180號,0,,,,10610,建物1,三層,11,套房,見其他登記事項,鋼筋混凝土造,9711,1房,,1衛,有隔間,有管理組織,9000,787,,0,0,租金含管理費1000元
東區,建物,光復路一段476巷61～90號,0,,,,10610,建物1,七層,13,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8409,4房,2廳,2衛,有隔間,有管理組織,18000,482,,0,0,租金含管理費1800元
北區,建物,光華二街108巷1～30號,0,,,,10610,建物1,五層,5,華廈,住家用，共同使用部份,鋼筋混凝土造,,2房,2廳,1衛,有隔間,無管理組織,12000,561,,0,0,租金含管理費300元
東區,建物,經國路一段721～750號,0,,,,10610,建物1,二層,9,套房,見其他登記事項,鋼筋混凝土造,9507,1房,,1衛,有隔間,有管理組織,12500,843,,0,0,租金含管理費1000元 第4台540元
東區,建物,經國路一段721～750號,0,,,,10610,建物1,三層,9,套房,見其他登記事項,鋼筋混凝土造,9507,1房,,1衛,有隔間,有管理組織,11000,1068,,0,0,租金含管理費1000元
東區,建物,南門街31～60號,0,,,,10610,建物1,三層,10,套房,見其他登記事項，共同使用部份,鋼筋混凝土造,10201,1房,,1衛,有隔間,有管理組織,12000,839,,0,0,租 金含管理費1000元 第4台540元
香山區,建物,牛埔北路181～210號,0,,鄉村區,,10610,建物1,二層,9,華廈,住家用，共同使用部份,鋼筋混凝土造,8401,3房,2廳,2衛,有隔間,有管理組織,11000,295,,0,0,無
香山區,建物,中華路四段271～300號,0,,,,10608,建物1,六層,12,住宅大樓,住家用,鋼筋混凝土造,8307,3房,2廳,2衛,有隔間,有管理組織,13500,414,,0,0,租金含管理費1000元
東區,建物,培英街1～30號,0,,,,10610,建物1,四層,5,公寓,住家用，共同使用部份,鋼筋混凝土造,8403,3房,2廳,2衛,有隔間,無管理組織,11000,366,,0,0,無
東區,建物,西大路91～120號,0,,,,10610,建物1,見其他登記事項,5,店面,住商用,鋼筋混凝土造,7102,,,,無隔間,無管理組織,35000,742,,0,0,1F+騎樓+B1
香山區,建物,中山路640巷511～540號,0,,,,10610,建物1,七層,7,華廈,住家用，共同使用部份,鋼筋混凝土造,8707,4房,2廳,2衛,有隔間,有管理組織,20000,347,,0,0,無
北區,建物,仁德街31～60號,0,,,,10610,建物1,四層,11,套房,見其他登記事項,鋼筋混凝土造,9612,1房,1廳,1衛,有隔間,無管理組織,8000,894,,0,0,租金含管理費網路第四台
東區,建物,南大路575巷1弄1～30號,0,,,,10610,建物1,四層,5,公寓,住家用，共同使用部份,鋼筋混凝土造,8004,3房,2廳,2衛,有隔間,無管理組織,10000,364,,0,0,無
香山區,建物,中華路四段411巷1～30號,0,,山坡地保育區,,10610,建物1,見其他登記事項,3,透天厝,住家用,鋼筋混凝土造,8301,4房,2廳,4衛,有隔間,無管理組織,28000,352,,0,0,無
東區,建物,中華路三段1～30號,0,,,,10610,建物1,十二層,14,套房,住家用，共同使用部份,鋼筋混凝土造,8904,1房,1廳,1衛,有隔間,有管理組織,8000,634,,0,0,無
東區,建物,明湖路751～780號,0,,,,10610,建物1,地下三層,4,套房,見其他登記事項，共同使用部份,鋼筋混凝土造,9402,1房,1廳,1衛,有隔間,有管理組織,12000,510,,0,0,附平面車位
香山區,建物,東華路1～30號,0,,,,10610,建物1,七層,15,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10308,2房,1廳,1衛,有隔間,有管理組織,20000,483,,0,0,租金含平面車位
東區,建物,振興一街121～150號,0,,,,10610,建物1,二層,5,套房,住家用，見其他登記事項,鋼筋混凝土造,8602,1房,1廳,1衛,有隔間,無管理組織,6100,758,,0,0,無
香山區,建物,經國路三段31～60號,0,,,,10610,建物1,二層,2,其他,見其他登記事項，共同使用部份,見其他登記事項,10411,,,,無隔間,有管理組織,308800,1598,,0,0,此租賃物件為商場，管理費另計，租金每3年調3%
香山區,建物,東華路１２巷1～30號,0,,,,10610,建物1,十二層,12,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,,4房,2廳,2衛,有隔間,有管理組織,20000,499,,0,0,無
東區,地+建+車,中華路一段271～300號,19.79,商19.79,,,10610,土地1建物1車位1,十三層,15,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10212,3房,2廳,2衛,有隔間,有管理組織,35000,847,坡道平面,0,0,無
東區,建物,金山二十三街18巷1～30號,0,,,,10611,建物1,見其他登記事項,5,透天厝,見其他登記事項,鋼筋混凝土造,8801,6房,2廳,4衛,有隔間,無管理組織,26000,378,,0,0,無
北區,建物,中正路１５７巷1～30號,0,,,,10611,,四層,5,套房,住家用,鋼筋混凝土造,7905,1房,1廳,1衛,有隔間,無管理組織,7000,1045,,0,0,無
東區,建物,林森路271～300號,0,,,,10610,建物1,十層,17,套房,共同使用部份,鋼筋混凝土造,8605,1房,,1衛,有隔間,有管理組織,6000,800,,0,0,無
東區,建物,東門街34巷1～30號,0,,,,10610,建物1,三層,5,套房,住家用，共同使用部份,鋼筋混凝土造,8407,1房,,1衛,有隔間,無管理組織,8500,713,,0,0,無
東區,建物,東南街53巷23弄1～30號,0,,,,10610,建物1,五層,5,公寓,住家用,鋼筋混凝土造,,3房,2廳,1衛,有隔間,無管理組織,10000,450,,0,0,無
東區,建物,慈雲路61～90號,0,,,,10610,建物1車位1,十四層,27,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10412,2房,1廳,1衛,有隔間,有管理組織,23182,561,坡道平面,33.07,0,不含管理費之租金
東區,建物,金山六街6巷1～30號,0,,,,10611,建物1,四層,5,辦公商業大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,9008,,,,無隔間,無管理組織,33573,1348,,0,0,租金包含以3萬另加10%租賃稅3000元及1.91%租賃補充保費573元 承租方每月需另支付清潔費500元
東區,建物,中正路1～30號,0,,,,10611,建物1,七層,12,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8806,5房,2廳,3衛,有隔間,有管理組織,30000,502,,0,0,無
東區,建物,關新路1～30號,0,,,,10611,建物1,十二層,13,套房,見其他登記事項,鋼筋混凝土造,9709,1房,1廳,1衛,有隔間,有管理組織,15000,1464,,0,0,無
東區,地+建+車,長春街62巷1～30號,24.87,它24.87,,,10610,土地1建物1車位1,七層,13,住宅大樓,見其他登記事項,鋼筋混凝土造,9510,3房,2廳,2衛,有隔間,有管理組織,25000,559,坡道平面,24.12,0,無
香山區,建物,牛埔路121～150號,0,,,,10610,建物1車位1,十二層,15,住宅大樓,見其他登記事項,鋼筋混凝土造,9701,2房,1廳,1衛,有隔間,有管理組織,18000,491,坡道平面,34.82,0,無
東區,地+建,寶山路91～120號,189.12,住189.12,,,10610,土地1建物1,見其他登記事項,3,透天厝,見其他登記事項,鋼筋混凝土造,9210,11房,2廳,3衛,有隔間,無管理組織,40000,354,,0,0,無
東區,建物,關新路19巷91～120號,15.06,它15.05,,,10609,建物1車位1,七層,15,住宅大樓,見其他登記事項,鋼筋混凝土造,9806,3房,2廳,2衛,有隔間,有管理組織,23800,601,坡道平面,23.27,0,無
北區,建物,中正路91～120號,0,,,,10611,建物1,六層,11,套房,商業用，共同使用部份,鋼筋混凝土造,,1房,1廳,1衛,有隔間,有管理組織,7000,442,,0,0,無
東區,地+建+車,關新路181～210號,37.87,住37.87,,,10611,土地1建物1車位1,見其他登記事項,21,店面,見其他登記事項，共同使用部份,鋼筋混凝土造,9907,,,,無隔間,有管理組織,80000,1092,坡道平面,45.55,0,承租樓層為地上1F-2F及地下1F
東區,建物,中華路一段241～270號,0,,鄉村區,,10611,建物1車位1,六層,6,廠辦,見其他登記事項,鋼筋混凝土造,9302,,,,無隔間,有管理組織,47619,547,坡道機械,0,0,租87坪約287.60平方公尺(含公設面積)
北區,建物,中正路１５７巷1～30號,0,,,,10611,,四層,5,套房,住家用,鋼筋混凝土造,7905,1房,1廳,1衛,有隔間,無管理組織,6500,970,,0,0,無
東區,土地,高翠段421～450地號,206.13,住206.13,,,10510,土地3,NULL,,,,,,,,,有隔間,無管理組織,20000,321,,0,0,無
東區,建物,關新二街91～120號,0,,,,10612,建物1,四層,5,辦公商業大樓,共同使用部份,鋼筋混凝土造,10206,,,,無隔間,無管理組織,32000,1125,,0,0,無
東區,建物,大同路1～30號,0,,,,10601,建物1,一層,5,透天厝,住商用,加強磚造,,,,,無隔間,無管理組織,125000,2990,,0,0,無
東區,建物,立鵬路91～120號,0,,,,10604,建物1,一層,14,店面,見其他登記事項,鋼筋混凝土造,9810,,,,無隔間,有管理組織,60000,1118,,0,0,無
北區,土地,民富段421～450地號,184,住184,,,10606,土地1,NULL,,,,,,,,,有隔間,無管理組織,45000,808,,0,0,無
北區,建物,北區中山路31～60號,0,,,,10612,建物1,十四層,24,住宅大樓,見其他登記事項,鋼筋混凝土造,10410,4房,2廳,2衛,有隔間,有管理組織,45000,915,,0,0,無
香山區,建物,中華路六665巷1～30號,0,,鄉村區,,10611,建物1,見其他登記事項,2,透天厝,住家用,加強磚造,,3房,2廳,2衛,有隔間,無管理組織,10000,310,,0,0,無
香山區,建物,華北路61～90號,0,,,,10611,建物1,一層,8,辦公商業大樓,住商用，共同使用部份,鋼筋混凝土造,8305,2房,2廳,1衛,有隔間,有管理組織,16000,327,,0,0,租金含管理費
東區,建物,民生路10巷1～30號,0,,,,10611,建物1,二層,8,套房,見其他登記事項,鋼筋混凝土造,9610,1房,1廳,1衛,有隔間,有管理組織,15500,964,,0,0,租金含管理費網路第四台
東區,建物,中華路三段31～60號,0,,,,10611,建物1,十三層,17,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8605,3房,2廳,2衛,有隔間,有管理組織,13500,433,,0,0,租金含管理費
北區,建物,延平路一段161巷1～30號,0,,,,10612,建物1車位1,見其他登記事項,4,透天厝,見其他登記事項,鋼筋混凝土造,9702,4房,3廳,2衛,有隔間,有管理組織,30500,330,坡道平面,0,0,一樓店鋪使用 租賃期間107/1/1~108/12/31 租金有包含管理費
東區,建物,中央路２４５巷61～90號,0,,,,10611,建物1,一層,11,店面,見其他登記事項，共同使用部份,鋼筋混凝土造,10102,,2廳,1衛,有隔間,有管理組織,30000,1194,,0,0,無
東區,地+建,中華路三段1～30號,12.84,商12.84,,,10612,土地1建物1,十五層,16,辦公商業大樓,,鋼筋混凝土造,8007,,,,無隔間,有管理組織,20000,389,,0,0,無
東區,建物,南大路361～390號,0,,,,10611,,一層,4,店面,住商用,鋼筋混凝土造,6805,,,,無隔間,無管理組織,50000,1628,,0,0,租 1F+騎樓+地下層
東區,建物,忠孝路27巷1～30號,0,,,,10612,建物1,十四層,15,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10308,4房,2廳,2衛,有隔間,有管理組織,37000,870,,0,0,無
東區,建物,光復路一段335巷31～60號,0,,,,10612,建物1,五層,7,套房,見其他登記事項，共同使用部份,鋼筋混凝土造,10512,1房,1廳,1衛,有隔間,有管理組織,14777,526,,0,0,租金包含網路第四台管理費及水費，此戶分隔為兩間套房
東區,地+建,民族路178巷1～30號,8.9,住8.9,,,10611,土地1建物1,五層,9,華廈,見其他登記事項,鋼筋混凝土造,9610,3房,2廳,2衛,有隔間,有管理組織,30000,976,,0,0,無
東區,建物,中華路2段211～240號,0,,,,10611,建物1,二層,18,住宅大樓,見其他登記事項,鋼筋混凝土造,10206,2房,2廳,2衛,有隔間,無管理組織,30000,957,,0,0,無
東區,建物,民族路178巷1～30號,0,,,,10611,建物1,五層,9,華廈,見其他登記事項,鋼筋混凝土造,9610,3房,2廳,2衛,有隔間,有管理組織,30000,1202,,0,0,無
東區,建物,中華路二段170巷31～60號,0,,,,10611,建物1,六層,6,套房,見其他登記事項,鋼筋混凝土造,9511,1房,,1衛,有隔間,有管理組織,7700,691,,0,0,租金含管理費500元
東區,建物,民生路151～180號,0,,,,10611,建物1,十層,12,住宅大樓,住家用，見其他登記事項,鋼筋混凝土造,8602,3房,2廳,2衛,有隔間,有管理組織,10000,250,,0,0,無
北區,建物,光華二街108巷1～30號,0,,,,10611,建物1,一層,5,公寓,住家用，共同使用部份,鋼筋混凝土造,,1房,1廳,1衛,有隔間,無管理組織,10000,674,,0,0,無
東區,建物,經國路一段721～750號,0,,,,10611,建物1,九層,9,套房,見其他登記事項,鋼筋混凝土造,9507,1房,,1衛,有隔間,有管理組織,12000,1165,,0,0,租金含管理費1000元
東區,建物,龍山東路211～240號,0,,,,10612,建物1車位1,十七層,23,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10211,4房,2廳,2衛,有隔間,有管理組織,33000,422,坡道平面,0,0,租金含管理費
東區,地+建+車,鐵道路一段28巷1～30號,21.7,它21.7,,,10612,土地1建物1車位1,四層,14,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10007,4房,2廳,2衛,有隔間,有管理組織,31910,759,坡道平面,0,0,無
東區,建物,博愛街43巷1～30號,0,,,,10611,建物1,二層,5,公寓,住家用,鋼筋混凝土造,7102,4房,2廳,1衛,有隔間,無管理組織,15000,719,,0,0,無
北區,建物,金竹路102巷1～30號,0,,,,10612,建物1,六層,7,套房,住家用，共同使用部份,鋼筋混凝土造,8103,1房,,1衛,有隔間,無管理組織,7000,554,,0,0,租金含管理費750元
北區,建物,經國路二段151～180號,0,,,,10612,建物1,九層,11,套房,見其他登記事項,鋼筋混凝土造,9711,1房,,1衛,有隔間,有管理組織,13000,1203,,0,0,租金含管理費1300元
北區,建物,光華南街31～60號,0,,,,10612,建物1,六層,7,套房,住家用，共同使用部份,鋼筋混凝土造,,1房,,1衛,有隔間,無管理組織,10000,615,,0,0,租金含管理費1000元
北區,地+建,湳雅街187巷61～90號,81,住81,,,10612,土地1建物1,三層,3,透天厝,住商用,鋼筋混凝土造,8712,4房,2廳,3衛,有隔間,無管理組織,22000,490,,0,0,無
東區,建物,高翠路160巷151～180號,0,,,,10701,建物1車位1,三層,5,華廈,住家用，見其他登記事項，停車空間,鋼筋混凝土造,8906,4房,2廳,2衛,有隔間,有管理組織,15000,316,坡道平面,15.54,0,租賃期間:107年1月15日~108年1月14日 租金不包含管理費
東區,建物,光復路一段335巷31～60號,0,,,,10612,建物1,三層,7,套房,見其他登記事項，共同使用部份,鋼筋混凝土造,10512,1房,1廳,1衛,有隔間,有管理組織,14777,526,,0,0,租金包含網路第四台管理費及水費，此戶分隔為兩間套房
東區,建物,中央路151～180號,0,,,,10612,建物1,十九層,29,住宅大樓,見其他登記事項,鋼筋混凝土造,9611,3房,2廳,2衛,有隔間,有管理組織,36708,910,,0,0,租金含稅
東區,建物,東門街34巷1～30號,0,,,,10701,建物1,十七層,20,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10110,3房,2廳,2衛,有隔間,有管理組織,60000,1272,,0,0,無
北區,建物,北新街121～150號,0,,,,10612,建物1,九層,10,套房,見其他登記事項,鋼筋混凝土造,9803,1房,,1衛,有隔間,有管理組織,12500,958,,0,0,租金含管理費1000元
北區,建物,中山路211～240號,0,,,,10612,建物1,十層,10,套房,見其他登記事項,鋼筋混凝土造,9606,1房,,1衛,有隔間,有管理組織,11000,963,,0,0,租金含管理費1000元
東區,建物,勝利路228巷1～30號,0,,,,10612,建物1,一層,5,公寓,住家用，共同使用部份,鋼筋混凝土造,8408,2房,2廳,1衛,有隔間,無管理組織,6000,287,,0,0,無
北區,建物,湳雅街176巷6弄1～30號,0,,,,10612,建物1,五層,5,華廈,住家用，共同使用部份,鋼筋混凝土造,8011,2房,1廳,1衛,有隔間,無管理組織,9000,419,,0,0,租金含管理費500元
東區,建物,民主路121～150號,0,,,,10612,建物1,六層,8,華廈,住家用，共同使用部份,鋼筋混凝土造,8410,3房,2廳,2衛,有隔間,有管理組織,13500,417,,0,0,無
東區,地+建,關新路181～210號,38.4,住38.4,,,10612,土地1建物1,見其他登記事項,21,店面,見其他登記事項,鋼筋混凝土造,9907,,,,無隔間,無管理組織,73500,1242,,0,0,租賃層次B1及1樓跟2樓
東區,建物,立鵬路61～90號,0,,,,10701,建物1,一層,14,店面,見其他登記事項,鋼筋混凝土造,10005,,,,無隔間,有管理組織,75000,1507,,0,0,租約期間:1070218~1080217
東區,土地,新莊段541～570地號,782.83,住782.83,,,10611,土地8,NULL,,,,,,,,,有隔間,無管理組織,50000,211,,0,0,無
北區,建物,育英路31～60號,0,,,,10612,建物1,一層,10,店面,見其他登記事項，共同使用部份,鋼筋混凝土造,10010,2房,2廳,1衛,有隔間,有管理組織,38000,705,,0,0,無
東區,建物,中華路三段1～30號,0,,,,10612,建物1,十層,14,套房,住家用，共同使用部份,鋼筋混凝土造,8904,1房,1廳,1衛,有隔間,有管理組織,8500,652,,0,0,租金含管理費
東區,地+建,關新北路1～30號,29.39,住29.39,,,10609,土地1建物1,十八層,23,住宅大樓,見其他登記事項,鋼筋混凝土造,10310,3房,2廳,2衛,有隔間,有管理組織,36000,1040,,0,0,無
東區,建物,東區慈濟路181～210號,0,,,,10701,建物1,見其他登記事項,23,店面,見其他登記事項,鋼筋混凝土造,10401,,,,無隔間,有管理組織,140000,1739,,0,0,租1樓及1樓夾層
北區,地+建,水田街211～240號,4.84,住4.84,,,10701,土地1建物1,一層,7,店面,商業用,鋼筋混凝土造,,1房,2廳,1衛,有隔間,無管理組織,26000,1894,,0,0,無
東區,建物,埔頂路1～30號,0,,,,10611,,二層,2,廠辦,工業用,加強磚造,6509,,,,無隔間,無管理組織,131731,2104,,0,0,"1.租期107年~111年 2.2樓A區增建未保存98坪,107年上半年租金月68600元 3.2樓A區、B區有保存62坪，107年下半年至111年底，月租金112000元，3樓C區增建未保存115坪，未立即使用月租金28750元、啟用後月租金57500元 4.110.1.1至111.12.31原月租金調漲3%至租賃期滿"
東區,建物,關新路211～240號,0,,,,10611,建物1,十四層,21,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,9907,4房,2廳,2衛,有隔間,有管理組織,40000,521,,0,0,無
東區,建物,東光路31～60號,0,,,,10612,建物1,八層,14,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10106,3房,2廳,2衛,有隔間,有管理組織,34056,608,,0,0,無
